Name in English,Degree of endangerment,Number of speakers,Latitude,Longitude,Dummy
South Saami,Severely endangered,500,64.2063,13.4802,1
Taikat,Definitely endangered,500,-2.8429,140.846,1
Taloki,Definitely endangered,500,-4.5928,122.8628,1
Tamki,Critically endangered,500,11.48,18.2125,1
Tawahka,Severely endangered,500,15.3602,-85.1373,1
Thavung (Thailand),Severely endangered,500,17.3168,103.5142,1
Tomadino,Definitely endangered,500,-2.5836,121.9729,1
Toratán,Definitely endangered,500,1.0354,124.7985,1
Tunisian Judeo-Arabic (Tunisia),Critically endangered,500,33.8795,10.0634,1
Ulwa,Severely endangered,500,12.8894,-83.5779,1
"Ute (Colorado, Ute Mountain)",Severely endangered,500,37.2105,-108.7223,1
Walmajarri,Definitely endangered,500,-19.9939,125.5297,1
Warekena (Venezuela),Severely endangered,500,2.5479,-67.2802,1
Boguru,Critically endangered,494,4.3902,29.2016,1
Pukobyê,Vulnerable,494,-5.3316,-46.7138,1
Swoeng,Definitely endangered,492,15.3333,106.75,1
Wali,Critically endangered,487,11.9372,29.3005,1
Gavião do Pará,Vulnerable,476,-5.1784,-48.999,1
Malecite,Definitely endangered,475,46.8023,-67.6686,1
Ninam (Brazil),Vulnerable,466,3.1185,-62.9736,1
Zoró,Vulnerable,464,-10.9519,-61.0729,1
Sanema (Brazil),Vulnerable,462,2.8113,-63.0615,1
Ixtenco Otomí,Severely endangered,461,19.2495,-97.8943,1
Ottawa (Michigan),Critically endangered,459,43.5971,-84.7752,1
Kanela Apaniekra,Vulnerable,458,-6.2716,-46.1865,1
Satawal,Severely endangered,458,7.3406,147.041,1
Chatino of Zacatepec,Definitely endangered,453,16.1333,-97.35,1
Demisa,Definitely endangered,450,-2.7016,136.6699,1
Koasati (Louisiana),Definitely endangered,450,30.4855,-92.8494,1
Koasati (Texas),Definitely endangered,450,30.7155,-94.6965,1
Nanti,Vulnerable,450,-11.6629,-72.6965,1
Shabo,Severely endangered,450,7.327,35.2935,1
Sharanahua,Severely endangered,450,-10.3365,-70.9277,1
Siona  Secoya (Peru),Definitely endangered,450,-0.5712,-74.8828,1
Tolomako,Definitely endangered,450,-15.1834,166.8438,1
Enawenê-Nawê,Vulnerable,445,-12.5223,-59.7656,1
Valle Nacional Chinantec,Definitely endangered,442,17.7747,-96.3034,1
Gavião de Rondônia,Vulnerable,436,-10.4445,-61.6992,1
Tabasco Náhuatl,Critically endangered,434,18.0026,-93.3722,1
Sera,Severely endangered,432,-3.0033,141.9158,1
Yecuana (Brazil),Vulnerable,430,2.8552,-63.3251,1
Alabugat Tatar,Definitely endangered,422,45.4447,47.0324,1
"Zapotec of the Southern mountains, eastern lowlands",Definitely endangered,420,16.2,-96.7,1
Western Otomí,Severely endangered,415,19.4335,-100.3456,1
Moose Cree,Vulnerable,405,52.2827,-81.6276,1
Tlahuica,Severely endangered,405,18.9664,-99.4137,1
Katukina do Acre,Severely endangered,404,-6.4899,-69.2578,1
Abai Sungai,Definitely endangered,400,5.587,118.3695,1
Barasana (Colombia),Critically endangered,400,0.0769,-70.3894,1
Beezen,Severely endangered,400,6.7518,10.0744,1
Buga,Critically endangered,400,8.2495,25.7574,1
Cheyenne (Oklahoma),Severely endangered,400,35.6022,-97.9766,1
Cimbrian,Definitely endangered,400,45.867,11.4268,1
Cobiana,Critically endangered,400,12.4017,-16.3229,1
Dagur (Amur),Critically endangered,400,49.5252,127.5402,1
Dahalo,Severely endangered,400,-2.2625,40.7537,1
Émérillon,Severely endangered,400,2.8991,-52.8881,1
Gagauz (Maritime),Severely endangered,400,43.2932,27.9602,1
Hijuk,Critically endangered,400,4.2861,10.4919,1
Hobyot,Severely endangered,400,16.6388,53.0612,1
Inari Saami,Severely endangered,400,68.8446,27.2817,1
Istriot,Severely endangered,400,45.0541,13.7246,1
Kalao,Definitely endangered,400,-7.3134,121.0034,1
Kamaiurá,Vulnerable,400,-12.1655,-53.4292,1
Kickapoo (Kansas),Severely endangered,400,39.6972,-95.7089,1
Kickapoo (Oklahoma),Severely endangered,400,35.4245,-97.0713,1
Kickapoo (Texas),Severely endangered,400,28.6147,-100.4386,1
Kiowa,Severely endangered,400,35.1016,-98.6197,1
Koroni,Definitely endangered,400,-2.6412,121.9894,1
Lamongse,Critically endangered,400,7.3134,93.6968,1
Ndunda,Severely endangered,400,6.9482,10.9698,1
Northern Paiute (Nevada),Definitely endangered,400,41.9979,-117.7193,1
Pupeo,Definitely endangered,400,23.1666,105.1,1
Rapa,Severely endangered,400,-27.8973,-143.5034,1
Red Gelao (China),Critically endangered,400,26.2553,105.8571,1
Sengseng,Vulnerable,400,-6.0681,150.2792,1
Sirionó,Severely endangered,400,-14.557,-63.7316,1
Talondo,Definitely endangered,400,-2.3723,119.3774,1
"Yaminahua (Bolivia, Peru)",Severely endangered,400,-10.7469,-71.7297,1
Mixtec of Zapotitlán,Severely endangered,396,18.3333,-97.4666,1
Sanema (Venezuela),Vulnerable,393,4.4669,-64.1931,1
Ts'ixa,Definitely endangered,390,-18.9894,23.692,1
Pirahã,Vulnerable,389,-6.9264,-61.1279,1
Mixtec of San Pedro Tidaá,Severely endangered,384,17.35,-97.3833,1
Yerong,Severely endangered,380,23.0732,106.0789,1
A'ingae / Cofan (Colombia),Severely endangered,379,0.4525,-76.9191,1
Halkomelem,Severely endangered,375,48.7715,-123.6678,1
Yudja,Vulnerable,362,-10.956,-53.3235,1
Kisêdjê,Vulnerable,351,-11.5795,-53.031,1
Auye,Vulnerable,350,-3.5627,135.9915,1
Awyi,Vulnerable,350,-2.943,140.6359,1
Bierebo,Vulnerable,350,-16.6539,168.1539,1
Fayu,Vulnerable,350,-3.1,136.8,1
Labo,Vulnerable,350,-16.4492,167.4481,1
Mra,Critically endangered,350,28.3914,93.3837,1
Myky,Vulnerable,350,-12.5331,-59.5019,1
Na,Critically endangered,350,28.4638,93.3041,1
Nadëb,Definitely endangered,350,-1.9771,-67.0166,1
Taje,Critically endangered,350,-0.747,120.086,1
Tenharim,Severely endangered,350,-8.4071,-61.1499,1
Mako,Critically endangered,345,4.2149,-65.7421,1
Barām,Critically endangered,342,28.041,84.629,1
Ikpeng,Vulnerable,342,-11.7376,-53.616,1
Gardiol,Severely endangered,340,39.4658,15.9933,1
Araweté,Vulnerable,339,-5.1347,-52.3388,1
Northern Pame,Definitely endangered,337,21.9955,-99.6458,1
Thompson,Severely endangered,335,50.1909,-120.8431,1
Serili,Vulnerable,328,-8.1136,129.9023,1
Kaningara,Vulnerable,327,-4.5784,143.3612,1
Misantla Totonac,Critically endangered,325,19.865,-96.7755,1
Nemi,Definitely endangered,325,-20.6494,164.6878,1
Nambiquara do Norte,Vulnerable,323,-11.8028,-59.8095,1
Matís,Vulnerable,322,-6.1405,-70.664,1
Wauja,Vulnerable,321,-12.2554,-53.5899,1
Benggoi,Definitely endangered,320,-3.0748,130.0918,1
Karitiana,Vulnerable,320,-9.7307,-64.0942,1
Apalai,Vulnerable,317,1.2084,-55.1074,1
Kwak'wala,Critically endangered,315,50.7338,-127.4982,1
Southern Zoque,Definitely endangered,312,16.7138,-93.1194,1
Tilung,Definitely endangered,310,27.1501,86.5077,1
Opuuo,Critically endangered,307,8.3202,33.8873,1
Panará,Vulnerable,306,-9.449,-54.5965,1
Aka,Critically endangered,300,11.0112,34.2333,1
Bakole,Critically endangered,300,4.5764,8.8439,1
Bathari,Critically endangered,300,17.8846,55.5853,1
Brokkat,Definitely endangered,300,27.5618,90.6152,1
Duwet,Vulnerable,300,-6.4763,146.8377,1
Faire Atta,Severely endangered,300,18.027,120.4929,1
Green Gelao (China),Critically endangered,300,27.7022,106.0952,1
Green Gelao (Viet Nam),Critically endangered,300,23.1333,105.25,1
Guatuso,Severely endangered,300,10.6723,-84.8256,1
Gupapuyngu,Vulnerable,300,-12.6624,136.549,1
Istro-Romanian,Severely endangered,300,45.3907,14.436,1
Jicarilla Apache,Severely endangered,300,36.9336,-106.9984,1
Kandas,Vulnerable,300,-4.4121,152.7868,1
Kangjia,Severely endangered,300,36.0757,102.2991,1
Kaxarari,Critically endangered,300,-9.5682,-66.1596,1
Kwansu,Vulnerable,300,-2.5383,140.2061,1
Legenyem,Vulnerable,300,-0.3186,130.7345,1
Mandaic,Critically endangered,300,31.3348,48.7023,1
Mangareva,Severely endangered,300,-23.1226,-134.978,1
Mani,Critically endangered,300,9.1129,-13.2165,1
Maniq,Definitely endangered,300,7.35,99.9333,1
Mono,Critically endangered,300,8.6679,14.1723,1
Northern Paiute (Oregon),Critically endangered,300,43.5883,-119.0595,1
Phong,Definitely endangered,300,18.3333,105,1
Shanenawa,Vulnerable,300,-8.1014,-70.2129,1
Sissano,Critically endangered,300,-3.0129,142.0491,1
Skolt Saami,Severely endangered,300,69.5333,28.6269,1
Tarpia,Severely endangered,300,-2.3723,140.0317,1
Tause,Vulnerable,300,-2.8744,136.2469,1
Thaayorre,Definitely endangered,300,-15.0867,141.7167,1
Tlingit (United States of America),Critically endangered,300,58.334,-133.7475,1
Tol,Critically endangered,300,15.293,-87.1416,1
Tsakonian,Critically endangered,300,37.1712,22.7911,1
Tuahka,Severely endangered,300,13.838,-84.4409,1
Ute (Utah),Severely endangered,300,40.2329,-109.8223,1
Vedda,Definitely endangered,300,7.346,81.3935,1
Vera'a,Definitely endangered,300,-13.872,167.4323,1
Warapu,Severely endangered,300,-2.9876,141.9838,1
Waru,Definitely endangered,300,-3.4393,121.9921,1
Yawarana,Severely endangered,300,5.3863,-66.0058,1
Yimas,Severely endangered,300,-4.6038,143.6077,1
Tilapa Otomí,Severely endangered,292,18.8923,-99.2986,1
Paumarí,Severely endangered,290,-5.8947,-64.5996,1
Wayana (Brazil),Vulnerable,288,1.3182,-55.2612,1
Achagua,Severely endangered,283,4.434,-70.8837,1
Guajá,Vulnerable,283,-3.4914,-46.2963,1
Maniwaki Algonquin,Severely endangered,280,46.3392,-76.0485,1
Alabama,Definitely endangered,275,30.7158,-94.7028,1
Cocopa (Arizona),Severely endangered,275,32.608,-114.6497,1
Miltu,Critically endangered,272,10.2149,17.3913,1
Arara do Pará,Vulnerable,271,-3.7546,-52.976,1
Kaki Ae,Vulnerable,266,-7.9653,145.7858,1
Nisga'a,Severely endangered,265,55.2035,-129.07,1
"Zapotec of the Valleys, central",Severely endangered,257,16.85,-96.6666,1
Bosilewa,Vulnerable,250,-9.449,150.661,1
Caquinte Campa,Definitely endangered,250,-11.146,-73.4765,1
Gwich'in (Canada),Severely endangered,250,67.4407,-134.8272,1
Kaibobo,Definitely endangered,250,-3.1843,128.1829,1
Kaiep,Vulnerable,250,-3.6666,143.8166,1
Kaiy,Vulnerable,250,-2.943,138.1777,1
Laji,Critically endangered,250,22.5304,105.885,1
Lehali,Vulnerable,250,-13.5205,167.2998,1
Lillooet,Severely endangered,250,50.3326,-122.6789,1
Löyöp,Vulnerable,250,-13.5311,167.3368,1
Nyangumarta,Vulnerable,250,-20.016,120.4101,1
Pear,Severely endangered,250,12.4666,102.65,1
Ruc,Definitely endangered,250,17.6833,105.7833,1
Sause,Severely endangered,250,-3.1706,139.7515,1
Texistepecan,Severely endangered,250,17.8941,-94.8163,1
Winnebago (Nebraska),Severely endangered,250,42.2475,-96.4722,1
Winnebago (Wisconsin),Severely endangered,250,44.2986,-90.8508,1
Zapotec of San Bartolo Yautepec,Severely endangered,246,16.4333,-95.9666,1
Mixtec of San Miguel Piedras,Severely endangered,243,17,-97.05,1
North Alaskan Inupiaq (Canada),Severely endangered,240,68.3217,-133.532,1
Waiwai (Guyana),Vulnerable,240,1.5598,-58.5131,1
As,Vulnerable,230,-0.736,131.7727,1
Siglitun,Severely endangered,230,69.4386,-132.9998,1
K'iche' (Mexico),Definitely endangered,226,19.3482,-90.7177,1
Paipai,Severely endangered,226,29.65,-115.1333,1
Garuwahi,Definitely endangered,225,-10.2284,150.4083,1
Picuris,Vulnerable,225,36.1914,-105.7151,1
Neku,Severely endangered,221,-21.5169,165.4568,1
Tiri,Definitely endangered,221,-21.6141,165.7836,1
Danisi,Critically endangered,220,-19.4769,25.2136,1
Emplawas,Definitely endangered,220,-8.0374,129.7375,1
Mixtec of the northeast lowlands,Severely endangered,220,17.5333,-97.35,1
Musom,Definitely endangered,219,-6.5391,146.9119,1
Pwaamèi,Definitely endangered,219,-20.8767,164.7413,1
"Zapotec of the Valleys, west",Definitely endangered,211,16.2666,-96.8833,1
Karo,Vulnerable,208,-10.5749,-61.5893,1
Cocopa (Mexico),Definitely endangered,206,32.25,-115.25,1
Korúbo,Vulnerable,205,-5.8346,-70.9277,1
Aja,Critically endangered,200,8.6136,25.2465,1
Antakirinya,Definitely endangered,200,-26.7848,134.2968,1
Bana,Severely endangered,200,20.4836,100.3161,1
Baras,Severely endangered,200,-1.8838,119.3774,1
Batak,Definitely endangered,200,10.1081,119,1
Birri,Critically endangered,200,5.4902,26.8505,1
Bonggo,Severely endangered,200,-2.2461,139.5208,1
Central Siberian Yupik (Chukotka),Severely endangered,200,64.546,-173.128,1
Chawte,Definitely endangered,200,24.1918,94.2736,1
Che Wong,Definitely endangered,200,3.6271,102.1907,1
Defaka,Critically endangered,200,4.538,7.5311,1
Doga,Definitely endangered,200,-9.6278,149.8384,1
Dorig,Definitely endangered,200,-14.3236,167.5669,1
Dukha,Severely endangered,200,51.9307,98.9318,1
Emae,Vulnerable,200,-17.0567,168.3956,1
Erokwanas,Vulnerable,200,-2.8113,132.6708,1
Gowro,Severely endangered,200,35.0254,72.9341,1
Hayu,Critically endangered,200,27.2912,86.0696,1
Hidatsa,Definitely endangered,200,47.7321,-102.6758,1
Ingrian,Severely endangered,200,59.7397,28.7017,1
Iwaidja,Vulnerable,200,-11.4592,132.55,1
Kadai,Definitely endangered,200,-1.7465,125.2606,1
Kao,Definitely endangered,200,1.1479,127.8204,1
Karo,Critically endangered,200,5.2003,36.0681,1
Kelo,Critically endangered,200,9.4463,34.0219,1
Kokota,Vulnerable,200,-8.0347,159.1781,1
Koneraw,Vulnerable,200,-8.3854,137.9415,1
Koroshi,Critically endangered,200,29.8978,52.6574,1
Magori,Vulnerable,200,-10.2554,149.2108,1
Maung,Vulnerable,200,-11.913,133.7255,1
Mehináku,Vulnerable,200,-12.5423,-53.2403,1
Moghol,Critically endangered,200,34.3569,61.5875,1
Ningalami,Severely endangered,200,35.2355,71.51,1
Northern Alta,Severely endangered,200,15.7162,121.4085,1
Numbani,Vulnerable,200,-7.5177,147.2991,1
Nung Ven,Vulnerable,200,23.15,105.2166,1
Ongamo,Critically endangered,200,-2.932,37.4853,1
Orejón,Severely endangered,200,-2.7674,-72.9492,1
Pacific Gulf Yupik,Severely endangered,200,58.1938,-155.6542,1
Pipil,Critically endangered,200,13.722,-89.7195,1
Saisiyat,Severely endangered,200,24.5977,121.0762,1
Sauk-Fox,Critically endangered,200,41.9637,-92.5768,1
Sepa,Vulnerable,200,-4.3245,144.9755,1
Shark Bay,Vulnerable,200,-15.2987,167.1459,1
Southern Chocho,Severely endangered,200,17.6608,-97.335,1
Theen,Severely endangered,200,20.2022,102.8538,1
Töitschu,Severely endangered,200,45.6913,7.8682,1
|Xaise,Critically endangered,200,-21.2458,26.1776,1
Beaver,Definitely endangered,195,56.481,-121.8831,1
Nootka,Severely endangered,185,49.2818,-126.0627,1
Tipai (Mexico),Severely endangered,184,32,-116.1166,1
Uru-eu-au-au,Vulnerable,183,-11.6852,-63.6547,1
Eastern Chocho,Severely endangered,181,17.7223,-97.3213,1
Bahonsuai,Definitely endangered,180,-2.2186,121.6845,1
Bedoanas,Vulnerable,180,-2.7263,132.5582,1
Jarawára,Vulnerable,180,-7.2153,-65.0115,1
Keder,Severely endangered,180,-2.043,139.0979,1
Straits Salish,Severely endangered,180,48.4457,-123.4205,1
Zo'é,Vulnerable,177,0.7909,-57.1289,1
Central Ojibwe,Definitely endangered,175,50.2275,-86.9635,1
Kuurinji,Definitely endangered,175,-18.1047,129.8474,1
Mwatebu,Definitely endangered,166,-10.0202,151.0537,1
Zazao,Critically endangered,166,-8.1832,159.2269,1
"Zapotec of the Southern mountains, northwest lowlands",Definitely endangered,164,16.6333,-96.95,1
Pije,Severely endangered,161,-20.7869,164.9487,1
Aweti,Vulnerable,160,-12.2053,-53.3705,1
Koro,Definitely endangered,160,-14.3242,167.4728,1
Meriam Mir,Definitely endangered,160,-9.9201,144.0472,1
Onjab,Vulnerable,160,-9.2973,149.1613,1
Tsimshian,Critically endangered,160,54.5016,-130.3832,1
Chihuahua Lower Pima,Definitely endangered,159,28.686,-106.1378,1
Sonora Lower Pima,Severely endangered,159,28.3716,-108.9265,1
Kaska,Severely endangered,155,61.9751,-132.4544,1
Aikana,Definitely endangered,150,-12.651,-60.3918,1
Aleut (Eastern),Critically endangered,150,54.7212,-164.4433,1
Aleut (Western),Severely endangered,150,52.2304,-174.1978,1
Amblong,Definitely endangered,150,-15.4933,166.9846,1
Arguni,Vulnerable,150,-2.6632,132.5418,1
Assiniboine (United States of America),Critically endangered,150,48.4466,-114.8783,1
Baki,Vulnerable,150,-16.7013,168.145,1
Cacua,Severely endangered,150,0.9166,-69.5,1
Camarines Norte Agta,Severely endangered,150,14.0135,122.8873,1
Cubeo (Brazil),Definitely endangered,150,1.2713,-67.8076,1
Gwich'in (United States of America),Severely endangered,150,68.1171,-145.5173,1
Hiw,Definitely endangered,150,-13.1343,166.5671,1
Katxuyana-Xikuyána,Vulnerable,150,2.043,-55.4589,1
Ket,Severely endangered,150,62.6236,87.7148,1
Koyukon,Critically endangered,150,66.3375,-151.1608,1
Malmariv,Vulnerable,150,-15.2656,166.9104,1
Mt. Iraya Agta,Definitely endangered,150,13.459,123.5467,1
Ocaina (Peru),Critically endangered,150,-2.8552,-71.9824,1
Papapana,Definitely endangered,150,-5.8974,155.2505,1
Quechan,Definitely endangered,150,32.7279,-114.7255,1
Southern Ayta,Critically endangered,150,13.027,124.1549,1
Tundra Yukagir,Critically endangered,150,69.1654,154.4732,1
Tupari,Definitely endangered,150,-12.0876,-62.4792,1
Wari,Definitely endangered,150,-3.2173,138.4497,1
Yavapai,Severely endangered,150,34.5638,-112.4453,1
Mlabri,Definitely endangered,149,18.4796,101.0961,1
Negidal,Critically endangered,147,52.942,139.779,1
Suarmin,Definitely endangered,145,-5.0526,141.9818,1
Kickapoo (Mexico),Critically endangered,144,28,-101.75,1
Wab,Vulnerable,142,-5.6296,146.39,1
Motocintlec,Critically endangered,141,15.3709,-92.2484,1
Dengalu,Definitely endangered,140,-7.0572,146.3598,1
Dimbong,Critically endangered,140,4.7078,10.6567,1
Kunbarlang,Severely endangered,140,-12.0661,134.0661,1
Machineri (Bolivia),Severely endangered,140,-11.146,-69.0161,1
Taworta,Vulnerable,140,-3.2776,138.7902,1
ǂHoa,Critically endangered,140,-24.1668,24.4885,1
Handuri,Critically endangered,138,31.0011,77.3107,1
Suruahá,Vulnerable,136,-6.8828,-66.9726,1
Kutenai,Severely endangered,135,49.6467,-115.7372,1
Nauna,Vulnerable,130,-2.2159,148.1986,1
Okanagan,Definitely endangered,130,50.3059,-119.3228,1
Piu,Definitely endangered,130,-6.9591,146.4257,1
Ocaina (Colombia),Severely endangered,126,-2,-71.5,1
Yuki,Severely endangered,125,-16.2463,-65.0061,1
Asurini do Xingu,Vulnerable,124,-3.9095,-52.4707,1
Nahukwa,Definitely endangered,124,-12.1043,-53.2944,1
Aputai,Critically endangered,120,-7.6511,126.4086,1
Budibud,Vulnerable,120,-9.2973,153.6891,1
Capanahua,Severely endangered,120,-6.5991,-74.2895,1
Dâw,Vulnerable,120,0.2197,-68.7744,1
Ili Turk,Severely endangered,120,44.0244,81.145,1
Lamu,Critically endangered,120,26.2434,100.8654,1
Obokuitai,Vulnerable,120,-2.9046,138.0816,1
Polonomombauk,Definitely endangered,120,-15.4907,167.0814,1
Samre,Critically endangered,120,12.1166,103.0833,1
Tutuba,Definitely endangered,120,-15.5727,167.275,1
Northern Tutchone,Definitely endangered,115,62.8255,-136.5838,1
Dubu,Vulnerable,110,-3.5134,140.8612,1
Haisla,Critically endangered,110,53.9745,-128.6443,1
Heiltsuk,Critically endangered,105,52.1591,-128.1546,1
Kwegu,Critically endangered,103,5.4191,36.0791,1
Adnyamathanha,Definitely endangered,100,-30.6,138.6035,1
Ainbai,Severely endangered,100,-3.1,141.2,1
Arem,Severely endangered,100,18.1771,105.3369,1
Banawá Yafi,Vulnerable,100,-6.6427,-64.5996,1
Bara (Colombia),Critically endangered,100,0.05,-70.1733,1
Bikaru,Severely endangered,100,-4.8,143,1
Boor,Critically endangered,100,10.2149,17.3721,1
Burate,Severely endangered,100,-2.7811,135.9915,1
Callahuaya,Critically endangered,100,-15.1357,-69.1699,1
Comanche,Severely endangered,100,34.6086,-98.3904,1
Dabra,Vulnerable,100,-3.4092,139.0209,1
Djinang,Definitely endangered,100,-12.3507,135.1098,1
Dulbu,Critically endangered,100,9.985,10.0579,1
Ghomara,Critically endangered,100,35.0108,-5.5151,1
Itelmen,Critically endangered,100,57.1496,156.9012,1
Jebero,Critically endangered,100,-5.3097,-75.9814,1
Jilbe,Critically endangered,100,11.749,14.5458,1
Kalamo,Severely endangered,100,-6.7,142.5,1
Kanowit,Severely endangered,100,2.0652,112.1489,1
Karas,Severely endangered,100,-3.4585,132.6599,1
Kiong,Critically endangered,100,5.2906,8.3523,1
Kofei,Severely endangered,100,-2.3833,136.7907,1
Likum,Definitely endangered,100,-2.1651,146.6921,1
Maricopa,Severely endangered,100,33.3772,-112.1676,1
Mohave (Arizona),Severely endangered,100,34.0231,-114.5045,1
Mohave (California),Severely endangered,100,34.6905,-114.598,1
Molo,Critically endangered,100,10.898,34.2773,1
Mulao,Severely endangered,100,26.5851,107.9524,1
Mvanip,Critically endangered,100,6.7027,11.2225,1
Nafi,Severely endangered,100,-6.3999,146.802,1
Nemadi,Critically endangered,100,18.4118,-9.4482,1
Ninam (Venezuela),Vulnerable,100,4.5435,-63.5668,1
Omagua (Peru),Critically endangered,100,-4.0724,-73.103,1
Oroch,Critically endangered,100,49.1781,139.7625,1
Oroha,Severely endangered,100,-9.7686,161.51,1
Pauwi,Vulnerable,100,-1.8151,137.8193,1
Piame,Severely endangered,100,-4.9,142.85,1
Pyu,Severely endangered,100,-4.5,140.9,1
Ruga,Critically endangered,100,25.2844,90.4614,1
Sahaptin,Severely endangered,100,44.7712,-121.2871,1
Samatao,Critically endangered,100,24.9359,102.7935,1
Seneca (United States of America),Severely endangered,100,42.3291,-78.868,1
Senggi,Vulnerable,100,-3.4339,140.7685,1
Shawnee,Severely endangered,100,35.359,-96.9298,1
Shiwiar,Severely endangered,100,-2.2186,-76.8164,1
Shompen,Critically endangered,100,7.0245,93.8232,1
Soo,Critically endangered,100,2.161,34.5986,1
Tai Nora,Critically endangered,100,26.8485,94.5648,1
Tai Rong,Critically endangered,100,26.9024,94.757,1
Tangam,Critically endangered,100,29.1473,94.5538,1
Tariana (Brazil),Critically endangered,100,0.9228,-67.5439,1
Tirahi,Critically endangered,100,34.3139,70.3729,1
"Ute (Colorado, Southern Ute)",Severely endangered,100,37.115,-107.6331,1
Vehes,Severely endangered,100,-6.9427,146.9311,1
Wik Ngathan,Definitely endangered,100,-14.9561,141.8884,1
Xokleng,Critically endangered,100,-26.5522,-49.0779,1
Yangkam,Critically endangered,100,9.1048,9.8904,1
Yarawata,Severely endangered,98,-4.9377,145.4946,1
O'odham (Mexico),Definitely endangered,94,31.5188,-112.7472,1
Samosa,Severely endangered,94,-5.0116,145.5386,1
Mindiri,Severely endangered,93,-5.5517,146.1538,1
Usu,Severely endangered,93,-5.2851,145.4974,1
Iteri,Severely endangered,90,-4.0807,141.5039,1
Ngarinyin,Definitely endangered,90,-16.9096,125.4199,1
Repanbitip,Definitely endangered,90,-16.3155,167.6026,1
Tofanma,Vulnerable,90,-3.5675,140.7925,1
Taiap,Severely endangered,89,-4.1,144.5,1
Kusunda,Critically endangered,87,27.9275,84.2866,1
Patamona (Brazil),Vulnerable,87,4.5216,-60.3808,1
Xiri,Critically endangered,87,-31.3924,21.0498,1
Narau,Severely endangered,85,-3.3818,139.8202,1
Ak,Severely endangered,83,-3.6093,141.6604,1
Araona,Severely endangered,81,-12.4473,-68.1372,1
Ari,Severely endangered,80,-8,142.4,1
Assiniboine (Canada),Critically endangered,80,50.3536,-103.4841,1
Dorro,Severely endangered,80,-9.1834,141.8994,1
Gong,Severely endangered,80,15.088,99.523,1
Itik,Vulnerable,80,-2.3181,139.148,1
Mari,Severely endangered,80,-9.0478,141.8994,1
Pwapwa,Severely endangered,80,-20.8074,164.5367,1
Somm,Definitely endangered,80,-6.1296,146.4642,1
Tobati,Severely endangered,80,-2.6059,140.7997,1
Moré,Critically endangered,76,-12.0822,-64.9731,1
Mores,Severely endangered,75,-15.3583,166.8988,1
Musan,Severely endangered,75,-4.0355,141.361,1
Papi,Severely endangered,75,-4.5,142,1
Sarcee,Critically endangered,75,50.9682,-114.3851,1
Sekani,Critically endangered,75,58.0952,-122.7067,1
Arawun,Severely endangered,73,-5.5093,145.8929,1
Siriano (Brazil),Vulnerable,71,0.5244,-67.5,1
Teko,Severely endangered,71,15.6582,-92.1427,1
Anus,Severely endangered,70,-2.1268,139.5126,1
Awera,Vulnerable,70,-2.7084,136.0395,1
Boruca,Critically endangered,70,9.001,-83.323,1
Doutai,Severely endangered,70,-3.2282,138.2189,1
East Cape Yupik,Critically endangered,70,66.0166,-169.7166,1
Iresim,Severely endangered,70,-3.6011,135.1428,1
Mafea,Definitely endangered,70,-15.4219,167.2366,1
Vilamovian,Severely endangered,70,49.7909,18.762,1
Western Chocho,Severely endangered,70,17.7486,-97.4409,1
Yankunytjatjara,Definitely endangered,70,-27.3132,132.0666,1
Yanyuwa,Severely endangered,70,-15.9613,136.3842,1
Yapunda,Severely endangered,69,-3.5,142.4,1
Bothar,Severely endangered,68,-9.0695,141.155,1
Kari'ña (Brazil),Definitely endangered,66,4.1967,-51.6027,1
Ritharrngu,Definitely endangered,66,-13.1543,134.8242,1
Northern Straits Salish,Critically endangered,65,48.488,-122.6363,1
Sumariup,Severely endangered,65,-4.7,143.3,1
Ixil (Mexico),Critically endangered,64,19.508,-89.3188,1
Orok,Critically endangered,64,52.3437,143.0557,1
Carapana (Brazil),Severely endangered,63,-3.0966,-65.061,1
Yan-nhangu,Definitely endangered,61,-12.094,134.89,1
Atemble,Definitely endangered,60,-5.1292,144.7421,1
Bagupi,Definitely endangered,60,-5.0454,145.5822,1
Carapana (Colombia),Definitely endangered,60,0.9337,-70.8178,1
Gooniyandi,Severely endangered,60,-18.8335,125.9912,1
Gurrgoni,Vulnerable,60,-12.1037,134.3408,1
Kija,Severely endangered,60,-18.0832,128.1884,1
Montana Salish,Critically endangered,60,47.5944,-114.1182,1
Ngangikurunggurr,Severely endangered,60,-14.6792,130.3967,1
Olultecan,Severely endangered,60,17.9277,-94.8969,1
Senaya,Critically endangered,60,36.2664,50.0042,1
Tahltan,Critically endangered,60,57.8451,-129.9745,1
Tembé,Severely endangered,60,-2.6467,-46.7248,1
Mosimo,Severely endangered,58,-4.9473,145.5551,1
Tapayuna,Severely endangered,58,-10.5559,-53.0639,1
Bepour,Severely endangered,57,-4.586,145.4184,1
Faita,Severely endangered,57,-5.657,145.5001,1
Teribe (Costa Rica),Critically endangered,57,9.0593,-83.2876,1
Kiliwa,Critically endangered,56,31.25,-115.6166,1
Moere,Severely endangered,56,-4.6038,145.437,1
Baure,Critically endangered,55,-13.1008,-64.5007,1
Southern Haida,Critically endangered,55,53.2697,-131.9861,1
Tlingit (Canada),Critically endangered,55,60.171,-132.7395,1
Upper Tanana (United States of America),Critically endangered,55,62.6867,-141.2182,1
Zapotec of Asunción Tlacolulita,Critically endangered,53,16.3,-95.7166,1
